,Area,Year,rainfall,Temperature,Area Code,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
259406,Paraguay,2004,68.8105211111111,22.682533333333332,169,153795,4.06,14.62,32.78,28.76
259580,Paraguay,2005,76.30322222222223,22.72507777777778,169,140533,4.29,11.77,29.18,22.97
259754,Paraguay,2006,72.43845555555555,23.12315555555556,169,137293,4.5,13.12,31.75,25.85
259928,Paraguay,2007,81.30141,22.54193333333333,169,291282,4.71,20.55,37.44,33.81
260102,Paraguay,2008,75.67703333333333,22.42218888888889,169,299862,4.89,15.32,30.23,27.59
260276,Paraguay,2009,74.18310000000002,22.65483333333333,169,296105,5.06,14.96,29.48,19.6
260450,Paraguay,2010,88.86539888888888,22.6062,169,303529,5.2,20.1,34.68,29.03
260624,Paraguay,2011,81.55172222222222,22.81913333333333,169,294246,5.3,23.91,42.36,33.64
260798,Paraguay,2012,84.60536666666667,23.142066666666665,169,305377,5.28,21.95,34.38,26.28
260972,Paraguay,2013,77.31,22.556711111111113,169,298389,5.4,25.26,39.23,30.8
261146,Paraguay,2014,116.80065555555558,23.32184444444445,169,295830,3.81,28.33,41.26,36.82
261320,Paraguay,2015,104.26714444444444,23.44418888888889,169,296056,3.82,24.69,39.83,30.06
261494,Paraguay,2016,87.74072222222222,22.503811111111112,169,296559,3.91,25.32,46.96,39.25
261668,Peru,1991,105.09936666666668,19.442266666666672,170,115877,0.34,14.73,2.84,1.43
261842,Peru,1992,105.00448888888887,19.990833333333327,170,95334,0.33,16.07,2.68,1.19
262016,Peru,1993,129.86923333333334,19.651699999999995,170,103517,0.33,24.3,5.26,4.69
262190,Peru,1994,129.41841111111114,19.571800000000003,170,114401,0.31,25.5,9.16,5.7
262364,Peru,1995,105.78357777777781,19.8198,170,122307,0.3,28.7,3.18,2.18
262538,Peru,1996,122.9432,19.101166666666664,170,129057,0.34,28.61,7.22,4.0
262712,Peru,1997,123.7246222222222,20.029222222222227,170,134145,0.39,31.3,9.58,4.06
262886,Peru,1998,120.00860000000002,20.575011111111113,170,104259,0.38,34.27,9.54,4.13
263060,Peru,1999,153.42515555555556,19.210222222222214,170,114620,0.35,32.91,8.56,5.3
263234,Peru,2000,144.78793333333334,19.307966666666672,170,116475,0.42,35.72,8.46,3.59
263408,Peru,2001,143.4046,19.18753333333333,170,126402,0.57,38.08,14.18,7.96
263582,Peru,2002,129.72904444444444,19.585977777777774,170,140878,0.6,43.99,10.51,9.54
263756,Peru,2003,149.15533333333332,19.405777777777786,170,140652,0.59,42.19,12.95,10.1
263930,Peru,2004,142.36353333333332,19.556466666666665,170,141017,0.66,44.14,15.16,9.83
264104,Peru,2005,107.52162222222222,19.703333333333333,170,136995,0.71,35.92,13.03,11.12
264278,Peru,2006,141.2135,19.63714444444444,170,140279,0.83,39.71,16.8,9.98
264452,Peru,2007,126.11543333333331,19.220711111111108,170,146620,0.56,47.57,12.65,17.54
264626,Peru,2008,137.89612222222223,19.352766666666668,170,137723,0.95,38.68,8.55,9.63
264800,Peru,2009,126.28024444444445,19.661822222222227,170,134800,0.87,48.52,18.46,4.39
264974,Peru,2010,104.62974444444444,19.885944444444444,170,150308,1.15,41.44,15.95,10.43
265148,Peru,2011,126.36771111111116,19.471300000000006,170,151690,1.12,46.61,17.36,11.73
265322,Peru,2012,109.29011111111113,19.64102222222222,170,150446,1.32,48.12,13.64,9.01
265496,Peru,2013,120.31472222222222,19.259555555555554,170,151964,1.27,45.39,13.08,12.95
265670,Peru,2014,120.24346666666666,19.65868888888889,170,171764,1.66,50.17,16.02,15.28
265844,Peru,2015,131.13221111111108,20.1191,170,169447,1.96,62.23,17.33,18.76
266018,Peru,2016,125.61053333333332,20.2273,170,163705,1.94,59.2,17.95,14.52
266192,Philippines,1991,168.99444444444444,26.099055555555548,171,69179,1.11,30.62,7.85,6.83
266366,Philippines,1992,159.85021111111112,25.868977777777786,171,69212,1.16,36.87,7.43,7.09
266540,Philippines,1993,153.85373333333334,25.87906666666667,171,66736,1.22,41.0,9.86,6.93
266714,Philippines,1994,200.31757777777776,26.020522222222233,171,68468,1.38,41.29,10.85,9.51
266888,Philippines,1995,186.52421111111119,25.91313333333333,171,69010,1.52,41.03,13.39,7.37
267062,Philippines,1996,190.08616666666663,25.7737,171,75432,1.61,49.56,14.98,11.15
267236,Philippines,1997,170.76001111111108,25.714588888888887,171,70659,1.65,55.46,15.04,11.36
267410,Philippines,1998,125.61855555555556,26.5581,171,72388,1.68,41.62,12.06,10.22
267584,Philippines,1999,263.444,25.86564444444444,171,73703,1.8,49.09,14.58,12.34
267758,Philippines,2000,220.63877777777788,25.95328888888889,171,70845,1.76,50.15,12.75,12.56
267932,Philippines,2001,234.10833333333332,26.197744444444453,171,69864,1.75,52.39,15.35,12.95
268106,Philippines,2002,202.09937777777787,25.92836666666667,171,69984,1.8,46.21,13.43,11.73
268280,Philippines,2003,219.68506666666667,25.88128888888889,171,68929,1.81,58.79,13.29,13.14
268454,Philippines,2004,190.09573333333336,26.002688888888887,171,67670,1.82,63.17,12.98,12.06
268628,Philippines,2005,185.22082222222213,26.090855555555553,171,72697,1.94,55.21,13.93,10.35
268802,Philippines,2006,190.8151,26.061688888888888,171,70903,1.99,47.06,14.76,11.61
268976,Philippines,2007,179.9034888888889,26.189811111111112,171,71821,2.05,50.53,19.94,11.43
269150,Philippines,2008,262.16133333333335,25.67738888888889,171,69506,2.08,38.18,7.54,8.71
269324,Philippines,2009,239.7735555555555,25.780711111111113,171,66575,2.1,40.39,6.15,16.48
269498,Philippines,2010,170.1054111111111,26.11306666666667,171,65132,2.16,55.96,8.72,11.03
269672,Philippines,2011,259.46674444444443,25.656866666666666,171,62666,1.96,48.18,14.03,11.16
269846,Philippines,2012,250.50322222222226,26.16771111111111,171,61823,1.92,43.0,7.36,10.06
270020,Philippines,2013,205.38133333333332,26.254144444444453,171,58703,1.95,48.21,18.41,13.02
270194,Philippines,2014,187.46651111111112,25.879555555555548,171,57849,1.94,54.44,12.44,13.52
270368,Philippines,2015,177.1423888888889,26.124044444444447,171,58934,2.13,48.16,12.0,11.08
270542,Philippines,2016,167.81463333333338,26.64376666666667,171,46213,0.37,57.42,14.4,14.85
270716,Portugal,1991,50.437824444444466,16.241414444444445,174,80365,3.04,45.75,24.66,13.3
270890,Portugal,1992,38.63644555555556,16.063319999999994,174,81474,2.01,41.78,23.03,14.8
271064,Portugal,1993,48.27306666666666,15.586521111111107,174,83290,3.0,43.04,24.36,16.02
271238,Portugal,1994,50.915277777777774,16.028772222222226,174,94020,3.25,43.36,24.73,15.92
271412,Portugal,1995,42.18309111111111,16.514684444444445,174,100504,4.07,43.1,24.48,16.55
271586,Portugal,1996,83.67320555555557,15.881762222222221,174,86696,4.56,48.35,27.84,18.32
271760,Portugal,1997,51.025166666666664,16.67406777777778,174,98649,4.92,46.72,25.87,18.53
271934,Portugal,1998,56.91076333333332,16.646575555555557,174,119176,5.74,52.23,28.31,19.94
272108,Portugal,1999,53.308822222222226,16.22654111111111,174,100837,6.35,49.46,28.44,19.79
272282,Portugal,2000,44.79475000000001,16.209574444444446,174,115529,6.09,44.5,24.81,16.93
272456,Portugal,2001,73.83682333333334,16.57049,174,103472,6.43,42.73,25.72,17.84
272630,Portugal,2002,53.2263988888889,15.838717777777779,174,126863,7.25,68.05,32.93,28.8
272804,Portugal,2003,57.881077777777776,16.881735555555554,174,128462,7.35,47.5,38.64,30.79
272978,Portugal,2004,43.89750555555556,16.481815555555556,174,120652,7.57,56.24,53.37,33.47
273152,Portugal,2005,22.834246666666665,16.36792111111111,174,109655,7.96,49.96,37.6,41.25
273326,Portugal,2006,52.50203333333334,16.70918111111111,174,121040,7.92,44.07,25.79,15.96
273500,Portugal,2007,53.37669444444444,16.13466777777778,174,114246,8.88,60.13,36.21,27.94
273674,Portugal,2008,62.678931111111105,16.510877777777775,174,100666,8.79,54.1,21.17,22.37
273848,Portugal,2009,44.94442666666666,16.66172777777778,174,119006,7.32,50.91,13.83,9.77
274022,Portugal,2010,90.3947622222222,16.49376777777778,174,123534,7.4,53.85,22.26,15.72
274196,Portugal,2011,61.5912388888889,16.710384444444443,174,140669,7.59,51.43,15.99,13.33
274370,Portugal,2012,33.445237777777784,16.37262777777778,174,130039,6.71,57.58,17.87,15.91
274544,Portugal,2013,70.66535777777777,16.239504444444446,174,145006,5.37,58.71,21.01,21.52
274718,Portugal,2014,70.31569555555556,16.564861111111117,174,153512,6.98,70.37,22.88,20.31
274892,Portugal,2015,33.11214222222222,16.539482222222222,174,149200,5.49,64.71,25.34,19.01
275066,Portugal,2016,72.34735111111111,16.563788888888887,174,174046,5.61,62.21,29.06,18.59
275240,Qatar,1991,5.743116666666666,27.75921111111111,179,44950,0.27,136.36,0.0,0.0
275315,Qatar,1992,5.1759699999999995,27.102711111111105,179,44857,0.21,107.14,0.0,0.0
275390,Qatar,1993,11.55492111111111,27.976022222222234,179,44828,0.2,133.33,0.0,0.0
275465,Qatar,1994,3.9707966666666654,28.720722222222232,179,44870,0.2,400.0,0.0,0.0
275540,Qatar,1995,7.187445555555558,28.357111111111113,179,44758,0.27,400.0,0.0,0.0
275615,Qatar,1996,11.174703333333332,28.860277777777767,179,45099,0.38,73.25,0.0,0.0
275690,Qatar,1997,9.951260000000001,28.091811111111113,179,44908,1.38,72.81,0.0,0.0
275765,Qatar,1998,7.727464444444442,29.34893333333333,179,45455,2.31,62.5,0.0,0.0
275840,Qatar,1999,7.554559999999999,29.846811111111112,179,45882,3.31,50.0,0.0,0.0
275915,Qatar,2000,1.3779044444444442,29.27312222222221,179,44444,4.25,31.25,0.0,0.0
275990,Qatar,2001,1.7931588888888892,29.1372,179,48256,4.17,55.21,0.0,0.0
276065,Qatar,2002,3.9743322222222224,29.1942,179,56845,4.69,68.97,5.52,29.72
276140,Qatar,2003,4.994410000000001,29.25161111111111,179,67586,4.66,68.49,0.0,0.0
276215,Qatar,2004,3.1951055555555565,29.17710000000001,179,85409,4.66,68.49,0.0,0.0
276290,Qatar,2005,6.2490588888888885,28.69005555555556,179,122231,4.79,70.42,0.0,0.0
276365,Qatar,2006,4.3683877777777775,29.521855555555558,179,118259,4.36,64.1,0.0,0.0
276440,Qatar,2007,4.364476666666667,29.315344444444452,179,108120,4.36,64.1,0.0,0.0
276515,Qatar,2008,3.4166544444444447,29.296922222222214,179,88889,3.99,58.62,0.0,211.02
276590,Qatar,2009,3.3966933333333333,29.44824444444445,179,57471,4.5,66.23,0.0,7.95
276665,Qatar,2010,2.759043333333333,30.1497,179,31982,4.12,60.61,0.0,218.18
276740,Qatar,2011,4.495775555555556,29.73178888888889,179,28020,4.52,66.53,0.0,79.84
276815,Qatar,2012,1.0109588888888892,29.337855555555556,179,23684,4.12,60.53,0.0,72.64
276890,Qatar,2013,2.2898000000000005,29.260922222222234,179,23556,3.68,54.05,0.0,0.0
276965,Qatar,2014,5.802925555555558,29.457577777777786,179,24390,3.86,56.82,0.0,0.0
277040,Qatar,2015,1.6201455555555553,29.81937777777778,179,34914,3.82,78.65,22.47,78.65
277115,Qatar,2016,1.7871533333333336,29.832377777777786,179,45203,4.0,76.47,23.53,82.35
277190,Rwanda,2000,67.4815388888889,20.081666666666663,184,14286,0.13,0.09,0.09,0.09
277332,Rwanda,2001,103.67985888888887,20.250488888888885,184,14894,0.06,0.08,0.08,0.08
277474,Rwanda,2002,86.93325444444444,20.616544444444443,184,15000,0.08,0.64,0.58,0.57
277616,Rwanda,2003,96.29431888888887,20.503411111111106,184,15068,0.1,0.65,0.59,0.58
277758,Rwanda,2004,75.62082444444445,20.596344444444448,184,15000,0.12,0.52,0.46,0.52
277900,Rwanda,2005,83.16621000000002,20.61834444444445,184,15000,0.17,0.91,0.82,0.82
278042,Rwanda,2006,88.37461666666668,20.197177777777775,184,14737,0.21,0.44,1.13,1.31
278184,Rwanda,2007,113.52259,19.9824,184,15023,0.29,1.89,3.11,1.47
278326,Rwanda,2008,87.58337222222224,19.97772222222222,184,13357,0.24,2.05,3.16,2.66
278468,Rwanda,2009,91.2406922222222,20.550411111111114,184,33260,0.87,0.39,0.33,0.33
278610,Rwanda,2010,114.95480999999998,20.22241111111111,184,30749,0.69,0.07,0.0,0.0
278752,Rwanda,2011,141.24054444444445,20.171344444444443,184,27889,0.13,0.06,0.02,0.0
278894,Rwanda,2012,64.65917222222222,19.889211111111113,184,40930,0.66,1.65,2.04,0.48
279036,Rwanda,2013,93.31460333333335,19.801877777777776,184,29428,1.29,4.69,2.99,1.54
279178,Rwanda,2014,90.57097777777778,20.076522222222227,184,30224,1.47,4.96,3.31,2.09
279320,Rwanda,2015,75.71998666666666,19.813155555555557,184,31293,1.77,7.92,5.02,3.26
279462,Rwanda,2016,115.70155555555556,20.34642222222222,184,31913,1.45,3.09,4.89,0.94
279604,Samoa,1991,246.3950888888889,27.15483333333333,244,50000,0.92,1.97,1.97,1.97
279670,Samoa,1992,255.5794444444444,27.2134,244,49950,0.72,1.97,1.97,1.97
279736,Samoa,1993,250.50954444444446,26.8778,244,50000,0.48,1.97,1.97,1.97
279802,Samoa,1994,262.91877777777785,27.08154444444445,244,49925,0.98,1.97,1.97,1.97
279868,Samoa,1995,276.74755555555555,27.418888888888887,244,50000,0.9,1.97,1.97,1.97
279934,Samoa,1996,268.54533333333336,27.732722222222232,244,49901,0.49,1.97,1.97,1.97
280000,Samoa,1997,280.3909555555556,27.454511111111113,244,50000,0.61,1.97,1.97,1.97
280066,Samoa,1998,93.71091111111113,27.589644444444453,244,49864,0.24,1.97,1.97,1.97
280132,Samoa,1999,245.5784888888889,27.37001111111111,244,49838,0.21,1.97,1.97,1.97
280198,Samoa,2000,247.1260555555556,27.644011111111112,244,49811,0.16,1.97,1.97,1.97
280264,Samoa,2001,188.88915555555562,28.159177777777767,244,49736,0.27,1.97,1.97,1.97
280330,Samoa,2002,253.54242222222226,28.229455555555557,244,49693,0.41,0.09,0.07,0.07
280396,Samoa,2003,219.47677777777776,27.80814444444445,244,49650,0.57,0.17,0.29,0.12
280462,Samoa,2004,196.51990000000004,27.37161111111111,244,49589,0.73,0.35,0.35,0.3
280528,Samoa,2005,288.63777777777767,27.86897777777777,244,49509,0.92,0.32,0.34,0.32
280594,Samoa,2006,301.7341111111112,27.680533333333337,244,49422,1.13,0.25,0.22,0.19
280660,Samoa,2007,296.96055555555563,28.036033333333336,244,49286,1.33,0.46,0.32,0.32
280726,Samoa,2008,241.21833333333333,27.449122222222233,244,49184,1.63,0.56,0.5,0.47
280792,Samoa,2009,225.20766666666668,27.754922222222234,244,49063,1.94,0.37,0.43,0.37
280858,Samoa,2010,257.52777777777777,27.885655555555548,244,48939,1.77,0.17,0.14,0.14
280924,Samoa,2011,199.9604888888889,27.221755555555557,244,48812,1.68,0.1,0.12,0.15
280990,Samoa,2012,224.50784444444446,27.1828,244,48276,1.61,0.01,0.04,0.03
281056,Samoa,2013,285.4598888888888,27.636866666666666,244,48553,1.54,0.17,0.15,0.12
281122,Samoa,2014,251.47066666666672,27.39634444444444,244,48517,1.5,0.12,0.01,0.0
281188,Samoa,2015,266.774,27.348333333333336,244,48477,1.45,0.02,0.12,0.03
281254,Samoa,2016,208.27363333333332,27.880388888888888,244,48345,1.53,0.2,0.03,0.02
281320,Senegal,1991,57.336984444444454,28.52823333333333,195,56522,0.13,3.27,1.69,0.56
281494,Senegal,1992,62.78037,28.561655555555554,195,53333,0.12,2.92,1.95,0.65
281668,Senegal,1993,66.10032,28.90548888888889,195,62981,0.11,4.17,1.92,1.6
281842,Senegal,1994,77.75644555555556,28.284644444444453,195,60002,0.17,4.01,3.11,0.93
282016,Senegal,1995,71.4959788888889,28.578111111111113,195,70000,0.14,1.67,2.57,0.96
282190,Senegal,1996,62.77665666666667,29.05266666666667,195,91573,0.13,2.46,2.95,1.23
282364,Senegal,1997,67.27823222222223,29.04581111111111,195,85714,0.15,2.38,3.63,1.68
282538,Senegal,1998,70.61742666666666,29.673922222222213,195,75693,0.16,2.77,4.01,2.55
282712,Senegal,1999,81.78969333333333,28.379277777777766,195,74742,0.14,4.16,4.45,2.31
282886,Senegal,2000,68.90167111111111,28.95221111111111,195,75902,0.15,4.8,3.26,3.26
283060,Senegal,2001,65.09536,28.96477777777779,195,79386,0.09,5.05,2.22,2.22
283234,Senegal,2002,45.804972222222226,29.047811111111113,195,76454,0.11,6.26,3.0,2.35
283408,Senegal,2003,84.3199288888889,29.06385555555556,195,82125,0.13,4.39,3.53,2.83
283582,Senegal,2004,71.95030888888887,28.9727,195,60875,0.14,6.46,3.77,2.27
283756,Senegal,2005,92.13948333333336,29.17185555555556,195,88750,0.15,3.84,3.67,2.21
283930,Senegal,2006,70.44931555555556,28.96286666666667,195,64548,0.18,0.56,1.14,0.57
284104,Senegal,2007,67.71794222222222,29.1255,195,66667,0.19,0.5,1.17,0.44
284278,Senegal,2008,84.27750222222222,29.15098888888889,195,73052,0.16,0.5,1.12,0.65
284452,Senegal,2009,85.54861555555554,28.585766666666668,195,73898,0.17,4.76,0.97,0.55
284626,Senegal,2010,95.65534,29.646766666666664,195,73043,0.18,7.04,0.71,0.33
284800,Senegal,2011,69.19875777777777,28.979066666666668,195,72877,0.22,5.9,0.16,0.64
284974,Senegal,2012,85.11553444444445,28.78434444444445,195,72711,0.23,5.76,2.54,2.02
285148,Senegal,2013,77.99348555555554,29.08055555555556,195,72545,0.22,6.53,3.27,2.33
285322,Senegal,2014,63.46312333333334,28.94051111111111,195,74179,0.19,6.56,3.09,1.83
285496,Senegal,2015,69.11730666666666,29.23704444444445,195,74157,0.22,8.65,4.69,2.61
285670,Senegal,2016,79.77666555555554,29.22837777777778,195,73481,0.25,10.83,5.19,5.8
285844,Seychelles,1991,142.4373111111111,27.1886,196,47611,2.25,56.33,4.17,5.83
285905,Seychelles,1992,182.1319111111111,26.951522222222234,196,49405,2.25,56.33,4.17,5.83
285966,Seychelles,1993,138.05104444444447,26.897644444444452,196,50000,7.75,56.33,4.17,5.83
286027,Seychelles,1994,158.84258888888888,27.28090000000001,196,54473,8.25,56.33,4.17,5.83
286088,Seychelles,1995,140.16600000000003,27.33221111111111,196,78640,9.0,56.33,4.17,5.83
286149,Seychelles,1996,149.98052222222225,26.909622222222215,196,70363,8.75,56.33,4.17,5.83
286210,Seychelles,1997,122.50671111111107,27.3288,196,77514,6.0,56.33,4.17,5.83
286271,Seychelles,1998,135.44133333333332,27.815322222222214,196,79546,4.75,56.33,4.17,5.83
286332,Seychelles,1999,127.73215555555555,27.08274444444445,196,84572,4.75,2.5,1.5,1.75
286393,Seychelles,2000,123.4207,26.99821111111111,196,84689,4.75,3.75,2.75,4.0
286454,Seychelles,2001,153.38668888888893,27.23171111111111,196,86141,4.75,2.0,1.25,1.75
286515,Seychelles,2002,166.39313333333334,27.18341111111112,196,87977,4.75,2.0,1.25,1.75
286576,Seychelles,2003,152.00132222222226,27.4197,196,89692,4.75,2.0,0.25,3.75
286637,Seychelles,2004,120.67516666666668,27.113111111111113,196,90549,4.75,0.75,1.0,1.0
286698,Seychelles,2005,108.04221111111113,27.401155555555558,196,92404,4.75,2.5,2.5,3.5
286759,Seychelles,2006,109.99671111111107,27.396355555555555,196,94145,4.75,1.0,0.0,1.75
286820,Seychelles,2007,112.99292222222223,27.701,196,98866,6.33,8.33,0.0,1.67
286881,Seychelles,2008,100.25318888888887,27.18174444444445,196,104645,6.33,4.67,3.0,3.67
286942,Seychelles,2009,125.62231111111113,27.62532222222222,196,106990,6.55,8.28,3.79,5.86
287003,Seychelles,2010,145.58637777777778,27.8121,196,102633,7.92,4.17,2.08,5.83
287064,Seychelles,2011,108.24727777777777,27.67547777777777,196,119239,12.67,20.0,3.33,6.67
287125,Seychelles,2012,107.62787777777777,27.55465555555556,196,132004,12.67,25.96,13.1,9.94
287186,Seychelles,2013,125.12086666666664,27.51404444444445,196,136862,12.26,16.85,7.49,8.72
287247,Seychelles,2014,138.12735555555557,27.51094444444445,196,140786,12.26,23.72,2.03,6.88
287308,Seychelles,2015,124.63558888888888,27.78645555555555,196,135022,12.26,37.15,22.23,19.68
287369,Seychelles,2016,137.36931111111113,27.616266666666668,196,139223,12.26,30.61,7.69,12.19
287430,Spain,1991,41.95981555555557,14.681938888888887,203,187355,1.95,49.71,24.97,18.98
287604,Spain,1992,39.79051111111111,14.427034444444445,203,209998,1.6,40.99,21.22,16.74
287778,Spain,1993,40.18886888888889,14.194313333333335,203,193704,1.5,47.28,25.25,19.94
287952,Spain,1994,36.009236666666666,14.915115555555555,203,201235,1.6,50.39,26.72,21.75
288126,Spain,1995,30.67043333333333,15.14646,203,191748,1.49,48.67,27.19,23.78
288300,Spain,1996,55.89983333333333,14.593821111111113,203,170858,1.74,60.23,30.35,23.92
288474,Spain,1997,50.88420888888889,15.445960000000001,203,204039,1.79,54.67,30.9,25.03
288648,Spain,1998,41.23957777777778,15.362997777777775,203,179595,1.89,64.75,35.37,27.71
288822,Spain,1999,41.59223333333333,15.111273333333335,203,194043,1.83,64.44,35.08,27.06
288996,Spain,2000,35.12114777777778,15.002784444444444,203,183667,1.89,60.84,31.04,25.55
289170,Spain,2001,47.99334444444444,15.39132,203,189700,1.98,61.56,33.46,26.67
289344,Spain,2002,47.4041888888889,14.824154444444444,203,207761,2.28,57.39,33.84,27.46
289518,Spain,2003,45.55975555555556,15.636883333333335,203,206258,2.31,66.66,34.17,26.06
289692,Spain,2004,44.114311111111114,15.081187777777775,203,199276,2.64,59.75,32.79,27.43
289866,Spain,2005,25.206051111111112,14.921236666666667,203,171808,2.3,51.77,28.77,22.32
290040,Spain,2006,41.78344444444443,15.368093333333332,203,220487,2.26,55.17,25.74,22.08
290214,Spain,2007,48.2078188888889,14.974007777777775,203,168098,2.26,56.67,31.87,25.57
290388,Spain,2008,47.885311111111115,15.126374444444444,203,196750,2.36,42.83,15.72,18.48
290562,Spain,2009,36.76812222222222,15.303933333333333,203,167133,2.04,45.37,15.35,9.64
290736,Spain,2010,58.21013333333334,14.906318888888887,203,190888,2.27,54.65,19.55,20.86
290910,Spain,2011,40.7067,15.4457,203,180608,3.15,49.83,21.35,18.51
291084,Spain,2012,30.39951111111111,15.038788888888893,203,178793,2.77,48.09,21.47,18.29
291258,Spain,2013,55.36807777777778,14.798657777777775,203,207949,3.16,56.12,25.27,20.7
291432,Spain,2014,44.89928888888889,15.53345,203,235233,3.55,64.11,23.19,20.82
291606,Spain,2015,37.331922222222225,15.450170000000002,203,198655,3.43,62.14,23.96,22.13
291780,Spain,2016,47.74938222222222,15.426804444444445,203,239928,3.63,57.66,24.36,22.25
291954,Sudan,2012,28.602737777777786,28.681466666666665,276,137216,0.12,1.44,1.78,0.09
291975,Sudan,2013,28.212897777777766,29.02938888888889,276,137217,0.12,2.28,0.14,0.17
291996,Sudan,2014,31.023017777777767,28.754555555555555,276,125037,0.12,2.03,1.83,0.31
292017,Sudan,2015,22.546562222222214,29.118533333333332,276,101750,0.12,3.85,0.37,0.28
292038,Sudan,2016,26.86748111111111,29.08883333333333,276,89782,0.12,8.95,0.47,0.15
292059,Suriname,1991,220.044,25.72071111111111,207,66000,3.04,8.82,2.94,2.94
292230,Suriname,1992,189.1983444444444,25.467588888888887,207,67502,2.91,38.24,1.47,2.94
292401,Suriname,1993,233.78756666666663,25.355911111111112,207,75109,2.76,44.12,1.47,2.94
292572,Suriname,1994,242.9406333333333,25.505355555555557,207,77086,2.63,58.82,1.47,2.94
292743,Suriname,1995,188.5869888888889,26.2125,207,73651,2.49,58.82,1.47,2.94
292914,Suriname,1996,259.2318777777777,25.866922222222215,207,66342,2.09,102.94,1.47,2.94
293085,Suriname,1997,205.69212222222225,25.820855555555557,207,81148,2.07,101.49,1.49,2.99
293256,Suriname,1998,188.76092222222215,26.57771111111111,207,79549,2.25,84.99,11.94,16.42
293427,Suriname,1999,228.98888888888885,25.699322222222214,207,80300,2.45,71.64,0.0,7.46
293598,Suriname,2000,275.23225555555547,25.614455555555555,207,72159,2.63,79.1,0.0,7.46
293769,Suriname,2001,177.19261111111112,25.904633333333337,207,80972,4.2,78.46,0.0,7.69
293940,Suriname,2002,217.42961111111111,25.87051111111111,207,85705,7.12,75.23,2.29,2.25
294111,Suriname,2003,181.1914333333333,26.17743333333333,207,96593,7.07,91.69,4.36,2.28
294282,Suriname,2004,224.27592222222225,25.94375555555556,207,90683,6.07,106.42,10.14,10.14
294453,Suriname,2005,248.73962222222232,26.429500000000004,207,88136,7.31,76.51,5.05,13.2
294624,Suriname,2006,238.43295555555562,26.16873333333333,207,97038,6.75,136.8,10.36,16.16
294795,Suriname,2007,252.36330000000004,26.077333333333332,207,97498,7.65,99.37,13.87,18.96
294966,Suriname,2008,244.6967111111111,25.80295555555556,207,111706,9.63,277.88,108.85,109.17
295137,Suriname,2009,184.42971111111112,26.16938888888889,207,94474,9.78,120.03,13.29,12.41
295308,Suriname,2010,224.52047777777776,26.51904444444445,207,108984,7.84,161.38,15.11,14.59
295479,Suriname,2011,242.56227777777772,26.007266666666666,207,137279,14.86,146.7,21.9,21.32
295650,Suriname,2012,234.03243333333333,25.82135555555556,207,136468,11.12,106.43,31.4,34.56
295821,Suriname,2013,246.00453333333337,26.001244444444442,207,148538,8.14,98.03,31.22,26.06
295992,Suriname,2014,197.4407444444444,26.006888888888888,207,130586,8.77,133.68,24.74,20.09
296163,Suriname,2015,240.56377777777772,26.14364444444445,207,122239,13.85,152.44,20.07,16.4
296334,Suriname,2016,209.6377555555556,26.222666666666665,207,133980,8.68,171.21,15.39,12.71
296505,Tajikistan,1992,42.97159,4.321225555555555,208,131628,2.31,64.97,56.85,8.12
296580,Tajikistan,1993,48.13867777777779,4.697062222222222,208,131808,2.28,46.09,25.05,5.01
296655,Tajikistan,1994,34.4173,4.687032222222221,208,131988,0.74,41.24,25.77,5.15
296730,Tajikistan,1995,35.10223555555555,5.069098888888889,208,132168,0.06,41.71,26.07,5.21
296805,Tajikistan,1996,46.351771111111105,4.396191111111111,208,136257,0.9,34.93,27.2,5.44
296880,Tajikistan,1997,38.08456888888888,5.417421111111112,208,146134,0.82,44.96,7.09,3.71
296955,Tajikistan,1998,66.01933555555557,4.995616666666667,208,146968,0.76,31.87,9.58,0.11
297030,Tajikistan,1999,46.46274333333334,5.882145555555558,208,123704,0.68,11.96,0.0,0.0
297105,Tajikistan,2000,27.62490111111111,6.085024444444442,208,114723,0.59,10.05,0.0,0.0
297180,Tajikistan,2001,21.227127777777774,6.13145,208,105983,0.51,13.7,0.0,0.0
297255,Tajikistan,2002,47.72094777777777,5.949676666666668,208,118383,0.43,17.14,18.35,0.84
297330,Tajikistan,2003,55.12453555555553,5.264777777777777,208,119675,0.34,6.02,11.14,2.98
297405,Tajikistan,2004,41.68148555555555,6.4682944444444415,208,124013,0.26,7.18,12.67,2.37
297480,Tajikistan,2005,47.36310333333333,5.7318333333333324,208,123952,0.27,1.83,12.22,0.23
297555,Tajikistan,2006,39.47284000000001,6.2141488888888885,208,130693,0.28,15.27,12.42,1.89
297630,Tajikistan,2007,37.68710444444445,6.5139788888888885,208,122178,0.28,12.35,1.13,0.36
297705,Tajikistan,2008,28.60832333333333,5.847654444444442,208,131698,0.29,9.0,0.2,0.19
297780,Tajikistan,2009,48.80538222222222,5.761451111111112,208,127948,0.29,6.81,1.76,1.73
297855,Tajikistan,2010,53.44830999999999,6.052213333333333,208,130195,0.3,6.84,1.16,0.14
297930,Tajikistan,2011,33.478058888888896,6.2040266666666675,208,134580,0.3,4.8,0.55,0.2
298005,Tajikistan,2012,43.39520555555556,5.155864444444445,208,139855,0.3,7.08,0.46,0.2
298080,Tajikistan,2013,39.55219888888888,6.3229000000000015,208,139515,0.3,8.07,2.77,0.19
