,Area,Year,rainfall,Temperature,Area Code,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
236257,Nicaragua,1992,161.29394444444446,25.30968888888889,157,46554,0.38,17.05,0.26,3.21
236430,Nicaragua,1993,225.68362222222214,25.1219,157,47651,0.63,13.46,3.85,0.0
236603,Nicaragua,1994,139.12993333333333,25.34994444444445,157,47889,0.51,6.9,4.73,2.3
236776,Nicaragua,1995,216.46536666666668,25.293677777777766,157,48158,0.47,13.37,1.6,1.6
236949,Nicaragua,1996,239.34132222222215,24.91723333333333,157,48224,1.09,13.79,5.64,2.22
237122,Nicaragua,1997,137.08602222222223,25.504466666666666,157,47492,1.62,10.09,4.49,3.43
237295,Nicaragua,1998,182.9899555555556,25.795866666666665,157,47101,2.15,10.78,4.43,3.79
237468,Nicaragua,1999,211.4595,24.93691111111111,157,46948,1.97,9.72,4.52,3.03
237641,Nicaragua,2000,172.29059999999996,24.966022222222215,157,42987,1.83,6.6,4.97,1.86
237814,Nicaragua,2001,141.14744444444446,25.44936666666667,157,44780,1.66,5.52,1.04,2.35
237987,Nicaragua,2002,165.71043333333338,25.678777777777785,157,41040,2.52,15.54,6.34,3.18
238160,Nicaragua,2003,176.29374444444446,25.79008888888889,157,42196,2.42,15.8,8.66,3.72
238333,Nicaragua,2004,232.52331111111118,25.541200000000003,157,42945,2.06,15.03,7.13,6.79
238506,Nicaragua,2005,195.74204444444447,25.588477777777786,157,43452,4.1,15.55,4.76,4.24
238679,Nicaragua,2006,199.69617777777788,25.47793333333333,157,43419,3.2,19.85,3.03,5.35
238852,Nicaragua,2007,185.50554444444447,25.466677777777786,157,43406,4.7,19.99,6.54,0.51
239025,Nicaragua,2008,224.57014444444442,25.50634444444444,157,44201,5.1,17.1,5.22,0.78
239198,Nicaragua,2009,165.2426044444444,25.67791111111111,157,45138,4.83,24.31,3.23,1.89
239371,Nicaragua,2010,235.2711888888889,25.80896666666667,157,45060,6.7,21.83,1.87,5.43
239544,Nicaragua,2011,170.61121111111112,25.589055555555554,157,45357,2.74,30.56,8.06,4.47
239717,Nicaragua,2012,170.1372111111111,25.437866666666665,157,46332,2.41,35.77,5.36,0.95
239890,Nicaragua,2013,178.67524444444447,25.45803333333333,157,45830,2.47,20.27,6.75,1.9
240063,Nicaragua,2014,149.38173333333333,25.683266666666665,157,45933,2.47,28.25,7.36,7.2
240236,Nicaragua,2015,143.79595555555557,25.655033333333336,157,46356,2.47,31.27,9.74,7.63
240409,Nicaragua,2016,142.81092222222222,25.95097777777778,157,46733,2.47,33.21,8.73,7.78
240582,Nigeria,1991,124.32176333333334,27.42844444444445,159,39683,0.0,6.2,3.23,3.12
240756,Nigeria,1992,111.17033333333332,26.998777777777768,159,42308,0.0,6.38,3.33,3.04
240930,Nigeria,1993,109.47871,27.185822222222214,159,43706,0.0,6.3,3.75,3.15
241104,Nigeria,1994,117.92595777777777,27.168488888888888,159,41422,0.0,5.18,1.39,1.67
241278,Nigeria,1995,115.49349666666666,27.27684444444445,159,42263,0.0,2.62,1.31,0.87
241452,Nigeria,1996,123.99214222222223,27.59458888888889,159,43379,0.0,2.74,0.85,0.94
241626,Nigeria,1997,114.94890111111107,27.23158888888889,159,44000,0.0,2.01,0.56,1.01
241800,Nigeria,1998,113.66057888888888,27.83081111111111,159,44366,0.0,2.54,1.0,0.61
241974,Nigeria,1999,116.13921333333332,27.43622222222222,159,44384,0.0,2.64,0.85,0.64
242148,Nigeria,2000,110.76683555555556,27.208588888888887,159,44668,0.0,2.58,1.07,0.92
242322,Nigeria,2001,112.38972666666668,27.24873333333333,159,44819,0.0,3.74,1.03,0.87
242496,Nigeria,2002,102.84213111111113,27.601733333333332,159,44918,0.0,3.1,0.34,0.38
242670,Nigeria,2003,136.38267777777776,27.60313333333333,159,45128,0.0,4.05,0.52,0.62
242844,Nigeria,2004,112.35051111111113,27.491577777777767,159,45297,0.0,2.8,0.45,0.58
243018,Nigeria,2005,115.12423666666668,27.92521111111111,159,45179,0.0,5.03,0.49,0.59
243192,Nigeria,2006,116.31139111111106,28.0368,159,45659,0.0,5.04,1.88,1.67
243366,Nigeria,2007,117.69549111111107,27.58398888888889,159,45423,0.0,1.62,0.92,1.05
243540,Nigeria,2008,121.60430333333336,27.19528888888889,159,47179,0.0,2.95,1.07,0.97
243714,Nigeria,2009,111.27718555555555,28.10333333333333,159,48718,0.0,2.57,0.91,0.86
243888,Nigeria,2010,116.34335666666664,28.22603333333333,159,48101,0.0,6.63,1.81,1.71
244062,Nigeria,2011,92.21438777777777,27.895677777777767,159,47799,0.0,3.4,1.02,1.06
244236,Nigeria,2012,119.20466333333331,27.4357,159,48750,0.0,4.62,1.38,1.28
244410,Nigeria,2013,96.04320777777778,27.80534444444445,159,47799,0.0,6.66,0.45,0.46
244584,Nigeria,2014,110.12898888888887,27.917133333333336,159,47351,0.0,5.98,0.96,1.04
244758,Nigeria,2015,93.87013333333331,27.847122222222232,159,49133,0.0,4.84,1.26,0.99
244932,Nigeria,2016,124.29769111111106,27.9604,159,49187,0.0,7.13,1.5,0.94
245106,Oman,1991,5.524241111111113,25.988477777777767,221,105000,0.4,60.64,18.64,22.56
245240,Oman,1992,15.786231111111116,25.60712222222222,221,104878,1.53,60.24,18.07,18.07
245374,Oman,1993,4.693389999999999,26.354744444444453,221,95905,1.44,69.44,27.78,27.78
245508,Oman,1994,4.899121111111112,26.294722222222234,221,95923,1.11,83.33,11.11,11.11
245642,Oman,1995,14.573827777777774,26.26668888888889,221,90909,1.17,84.51,12.68,12.68
245776,Oman,1996,15.632592222222224,26.2639,221,74359,1.21,69.11,12.68,12.68
245910,Oman,1997,15.191618888888893,26.03982222222221,221,70000,4.07,49.91,13.83,13.83
246044,Oman,1998,5.583326666666667,26.87157777777778,221,71429,4.2,94.65,10.34,9.86
246178,Oman,1999,5.167144444444443,26.4384,221,71176,2.42,80.21,11.68,11.27
246312,Oman,2000,2.1471299999999998,26.51574444444445,221,48927,0.62,54.11,13.78,10.96
246446,Oman,2001,3.5617344444444448,26.5141,221,52840,0.9,77.91,22.43,41.02
246580,Oman,2002,6.750526666666668,26.56768888888889,221,49615,1.19,57.59,17.54,88.83
246714,Oman,2003,6.586946666666666,26.778288888888888,221,47431,1.49,23.97,19.52,43.63
246848,Oman,2004,7.060058888888888,26.75783333333333,221,48570,1.81,83.72,17.97,96.62
246982,Oman,2005,5.4998355555555545,26.39048888888889,221,49573,2.32,123.2,21.75,112.56
247116,Oman,2006,5.897224444444442,26.659177777777767,221,47618,2.73,131.2,23.44,173.57
247250,Oman,2007,21.847212222222232,26.962588888888888,221,48603,2.97,117.36,19.02,123.0
247384,Oman,2008,3.670045555555556,26.2115,221,60439,3.19,169.53,27.0,165.57
247518,Oman,2009,5.036964444444447,26.78955555555555,221,51533,3.18,113.76,22.49,79.89
247652,Oman,2010,5.862136666666666,27.219222222222232,221,51533,3.53,132.65,26.79,96.77
247786,Oman,2011,5.196305555555557,26.766800000000003,221,52613,3.84,124.62,18.9,70.29
247920,Oman,2012,3.0642666666666667,26.461622222222214,221,89296,4.66,137.41,20.92,84.84
248054,Oman,2013,9.664271111111113,26.38733333333333,221,52083,6.41,163.84,23.15,83.64
248188,Oman,2014,11.592905555555555,26.66925555555556,221,49197,5.96,125.06,32.91,113.08
248322,Oman,2015,6.4838111111111125,26.92007777777778,221,51316,4.01,112.42,28.28,108.76
248456,Oman,2016,4.596021111111111,27.0331,221,51359,4.08,141.6,41.45,155.42
248590,Pakistan,1991,30.33016666666667,21.20595888888889,165,92550,0.2,48.33,13.15,0.77
248759,Pakistan,1992,38.31080777777778,20.890917777777773,165,94566,0.18,53.86,16.05,0.79
248928,Pakistan,1993,26.17884444444445,21.824448888888888,165,99968,0.16,53.96,15.1,0.75
249097,Pakistan,1994,42.714322222222215,21.52232444444445,165,101348,0.2,56.45,13.93,0.54
249266,Pakistan,1995,34.62111222222223,21.35178555555556,165,101266,0.25,64.17,15.94,0.96
249435,Pakistan,1996,35.71934444444444,21.530005555555555,165,102985,0.38,63.68,13.46,0.27
249604,Pakistan,1997,35.19995111111111,21.020691111111113,165,103876,0.53,65.92,17.41,0.65
249773,Pakistan,1998,32.21046666666667,21.859037777777786,165,94492,0.58,65.86,14.64,0.67
249942,Pakistan,1999,25.879322222222214,22.211985555555554,165,98280,0.64,69.85,18.79,0.57
250111,Pakistan,2000,19.790316666666676,22.107996666666665,165,95519,0.88,71.44,21.3,0.72
250280,Pakistan,2001,23.637566666666668,22.06399111111111,165,94184,0.37,71.68,20.08,0.34
250449,Pakistan,2002,20.229574444444445,22.24201444444445,165,93719,0.34,74.8,20.3,0.64
250618,Pakistan,2003,40.55957777777777,21.923921111111113,165,99514,0.31,77.13,21.02,0.75
250787,Pakistan,2004,23.94579777777778,22.689152222222226,165,105499,0.29,82.79,24.51,0.85
250956,Pakistan,2005,34.00420999999999,21.52429888888889,165,127577,0.26,91.03,28.14,1.14
251125,Pakistan,2006,32.63046111111111,22.478667777777773,165,127858,0.22,92.15,29.12,1.17
251294,Pakistan,2007,34.08557777777778,22.20632666666667,165,76211,0.19,87.51,26.31,1.42
251463,Pakistan,2008,33.08782333333333,21.792167777777767,165,115025,0.16,96.59,18.66,0.55
251632,Pakistan,2009,28.377455555555557,22.54573333333333,165,106632,0.13,114.01,25.72,0.51
251801,Pakistan,2010,41.777703333333335,22.620522222222213,165,108367,0.1,108.15,25.02,1.24
251970,Pakistan,2011,33.73001111111111,22.146837777777773,165,101913,0.06,103.03,21.11,0.91
252139,Pakistan,2012,26.94081555555556,21.444425555555554,165,110705,0.03,91.77,21.85,0.63
252308,Pakistan,2013,36.23622444444445,21.9941,165,103379,0.0,103.57,27.99,0.63
252477,Pakistan,2014,28.346677777777767,22.005112222222227,165,111860,0.0,100.45,29.95,0.95
252646,Pakistan,2015,40.938322222222226,21.92153444444445,165,124085,0.0,101.29,31.84,0.81
252815,Pakistan,2016,30.575617777777786,22.88152222222222,165,117130,0.0,101.97,38.03,0.91
252984,Panama,1991,184.40571111111115,25.65863333333333,166,89978,5.06,25.05,6.37,7.8
253144,Panama,1992,170.62866666666667,25.77628888888889,166,89764,5.01,35.9,4.55,13.33
253304,Panama,1993,205.8420333333333,25.691455555555557,166,89549,5.01,39.67,6.06,3.03
253464,Panama,1994,159.05874444444444,25.6089,166,89335,4.98,26.99,13.53,4.51
